id,pt_desc1,pt_desc2,pt_um,pt_prod_line,pt_vend
BFZ90993Z,EER28B AL165 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ90994Z,EER28B AL165 TP4,FERRITE CORE,SK,R001,VS043U0C
BFZ90995Z,EE22A AL82 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ90997Z,EER25.5/22/7.5 AL240 TP4,FERRITE CORE,SK,R001,VS043U0C
BFZ90998Z,EER25.5/22/7.5 AL54WGTP4,FERRITE CORE,SK,R001,VS043U0C
BFZ91000Z,EEH26B AL41WG 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91002Z,EER28B AL135 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91003Z,EER28B AL135 TP4,FERRITE CORE,SK,R001,VS043U0C
BFZ91005Z,PQ2620 AL120WG TP4,FERRITE CORE,SK,R001,VS043U0C
BFZ91006Z,PQ2620 AL120WG 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91009Z,FEER-28 A70HDRD NC-2H,FERRITE CORE,SK,R001,VS046U0J
BFZ91010Z,EE22/24/6 AL79 TP4,FERRITE CORE,SK,R001,VS043U0C
BFZ91011Z,PC44 EER28-A70,FERRITE CORE,SK,R001,VS046U0J
BFZ91012Z,PC95 EER28-A125,FERRITE CORE,SK,R001,VS046U0J
BFZ91013Z,FPQ3230-AL100-BH1,FERRITE CORE,SK,R001,NULL
BFZ91014Z,PC90 EER28 A110,FERRITE CORE,SK,R001,VS046U0J
BFZ91015Z,PC44 EI28-A110,FERRITE CORE,SK,R001,VS046U0J
BFZ91016Z,PC40 EI28-A200,FERRITE CORE,SK,R001,VS046U0J
BFZ91017Z,FEER-25.5 A60EDRD BM30,FERRITE CORE,SK,R001,VS046U0J
BFZ91018Z,FEI-25/18 A70HDRD 3H,FERRITE CORE,SK,R001,VS046U0J
BFZ91019Z,PC44 PQ32/30 A100-22 PQ3,FERRITE CORE,SK,R001,VS046U0J
BFZ91020Z,EE13 AL85 TP4,FERRITE CORE,SK,R001,VS043U0C
BFZ91023Z,EEH26C AL112 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91024Z,EEH26B AL112 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91025Z,EE33SL AL175E 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91026Z,EE33SL AL185E 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91028Z,FEER28-AL70-BH1,FERRITE CORE,SK,R001,NULL
BFZ91030Z,EER28B AL237 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91031Z,EE22A AL192 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91040Z,EE13 AL74 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91041Z,EEH26D AL300 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91042Z,EER28B AL87 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91043Z,EER28B AL87 TP4,FERRITE CORE,SK,R001,NULL
BFZ91044Z,EE13 AL74 TP4,FERRITE CORE,SK,R001,VS043U0C
BFZ91045Z,EEH2223 AL190 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91046Z,PC44EER28-S24265B,FERRITE CORE,SK,R001,VS047U0J
BFZ91047Z,PC90EER28-S25285B,FERRITE CORE,SK,R001,VS047U0J
BFZ91048Z,PC44EI28-S24264C-N,FERRITE CORE,SK,R001,VS047U0J
BFZ91049Z,PC40EI28-S24105-N,FERRITE CORE,SK,R001,VS047U0J
BFZ91050Z,FPQ3230T-AL100-BH1,FERRITE CORE,SK,R001,VS048U0H
BFZ91054Z,EE16A AL65 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91057Z,EER28B AL185 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91058Z,EPC13 AL38 TP4,FERRITE CORE,SK,R001,VS043U0C
BFZ91061Z,EER25.5A AL143 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91062Z,EEH22B AL62WG 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91063Z,EE19 AL68 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91064Z,EE-16A AL130 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91065Z,EE25.4A AL460 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91066Z,EEH2223 AL200 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91067Z,EER29A AL119 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91068Z,PQ4025 AL88WG 2K3D,FERRITE CORE,SK,R001,NULL
BFZ91069Z,EE20A AL118 2K3D,FERRITE CORE,SK,R001,NULL
BFZ91070Z,EE20A AL118 TP4,FERRITE CORE,SK,R001,VS043U0C
BFZ91071Z,EFD25A AL98 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91073Z,EER35A AL187 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91077Z,PQ2820 AL112WG 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91078Z,EEH29B AL633 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91079Z,EE25.4A AL220 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91081Z,EE40B AL102WG 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91082Z,EE40B AL102WG TP4,FERRITE CORE,SK,R001,VS043U0C
BFZ91083Z,EE-28.4SL AL314E  2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91085Z,EE25.4A AL274 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91087Z,EEH29B AL250 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91088Z,EE13 AL65 TP4,FERRITE CORE,SK,R001,NULL
BFZ91089Z,EFD25A AL205 2K3D,FERRITE CORE,SK,R001,NULL
BFZ91090Z,EFD25A AL205 TP4,FERRITE CORE,SK,R001,NULL
BFZ91100Z,EPC13 AL46 TP4,FERRITE CORE,SK,R001,VS043U0C
BFZ91101Z,EE16A AL130 TP4,FERRITE CORE,SK,R001,VS043U0C
BFZ91116Z,EE13 AL78 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91117Z,EE13 AL78 TP4,FERRITE CORE,SK,R001,VS043U0C
BFZ91118Z,EPC31.5 AL350 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91119Z,EPC3836 AL234 2K3D,FERRITE CORE,P,R001,VS009U0C
BFZ91120Z,EFD20A AL108WG TP4,FERRITE CORE,SK,R001,VS043U0C
BFZ91121Z,EFD20A AL108WG 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91122Z,EER29A AL310 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91123Z,EEH26G AL300 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91124Z,EPC3836 AL290 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91129Z,EER42B AL470 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ91131Z,EE22/24/6 AL286 TP4,FERRITE CORE,SK,R001,NULL
DAB1010ZA,1 UEW 0.10 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1011ZA,1 UEW 0.11 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1012ZA,1 UEW 0.12 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1013ZA,1 UEW 0.13 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1014ZA,1 UEW 0.14 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1016CA,1 UEW 0.16 IEC CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1016ZA,1 UEW 0.16 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1016ZD,1 UEW 0.16 RED,MAGNET WIRE,KG,R001,VS020U0C
DAB1018ZA,1 UEW 0.18 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1019ZA,1 UEW 0.19 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1020CA,1 UEW 0.20 IEC CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1020ZA,1 UEW 0.20 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1020ZD,1 UEW 0.20 RED,MAGNET WIRE,KG,R001,VS020U0C
DAB1021ZA,1 UEW 0.21 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1022ZA,1 UEW 0.22 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1023ZA,1 UEW 0.23 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1024ZA,1 UEW 0.24 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1025CA,1 UEW 0.25 IEC CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1025ZA,1 UEW 0.25 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1026ZA,1 UEW 0.26 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1028ZA,1 UEW 0.28 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1028ZD,1 UEW 0.28 RED,MAGNET WIRE,KG,R001,VS020U0C
DAB1029ZA,1 UEW 0.29 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1029ZD,1 UEW 0.29 RED,MAGNET WIRE,KG,R001,VS020U0C
DAB1030CA,1 UEW 0.30 IEC CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1030ZA,1 UEW 0.30 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1030ZD,1 UEW 0.30 RED,MAGNET WIRE,KG,R001,VS020U0C
DAB1032ZA,1 UEW 0.32 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1032ZD,1 UEW 0.32 RED,MAGNET WIRE,KG,R001,VS020U0C
DAB1035CA,1 UEW 0.35 IEC CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1035CD,1 UEW 0.35 IEC RED,MAGNET WIRE,KG,R001,VS020U0C
DAB1035ZA,1 UEW 0.35 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1035ZD,1 UEW 0.35 RED,MAGNET WIRE,KG,R001,VS020U0C
DAB1037ZA,1 UEW 0.37 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1037ZD,1 UEW 0.37 RED,MAGNET WIRE,KG,R001,VS020U0C
DAB1040ZA,1 UEW 0.40 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1040ZD,1 UEW 0.40 RED,MAGNET WIRE,KG,R001,VS020U0C
DAB1045ZA,1 UEW 0.45 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1045ZD,1 UEW 0.45 RED,MAGNET WIRE,KG,R001,VS020U0C
DAB1050CA,1 UEW 0.50 IEC CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1050ZA,1 UEW 0.50 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1055ZA,1 UEW 0.55 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1060ZA,1 UEW 0.60 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1065ZA,1 UEW 0.65 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1075ZA,1 UEW 0.75 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB1080ZA,1 UEW 0.80 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2010ZA,2 UEW 0.10 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2011ZA,2 UEW 0.11 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2014ZA,2 UEW 0.14 CLR,MAGNET WIRE,Kg,R001,VS020U0C
DAB2015ZA,2 UEW 0.15 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2016ZA,2 UEW 0.16 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2018ZA,2 UEW 0.18 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2020ZA,2 UEW 0.20 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2020ZD,2 UEW 0.20 RED,MAGNET WIRE,KG,R001,VS020U0C
DAB2021ZA,2 UEW 0.21 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2023ZA,2 UEW 0.23 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2023ZD,2 UEW 0.23 RED,MAGNET WIRE,KG,R001,VS020U0C
DAB2024ZA,2 UEW 0.24 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2025ZA,2 UEW 0.25 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2025ZD,2 UEW 0.25 RED,MAGNET WIRE,KG,R001,NULL
DAB2026ZA,2 UEW 0.26 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2027ZA,2 UEW 0.27 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2028ZA,2 UEW 0.28 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2029ZA,2 UEW 0.29 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2030ZA,2 UEW 0.30 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2032ZA,2 UEW 0.32 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2035ZA,2 UEW 0.35 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2035ZD,2 UEW 0.35 RED,MAGNET WIRE,KG,R001,VS020U0C
DAB2037ZA,2 UEW 0.37 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2040ZA,2 UEW 0.40 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2040ZD,2 UEW 0.40 RED,MAGNET WIRE,KG,R001,VS020U0C
DAB2045ZA,2 UEW 0.45 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2050ZA,2 UEW 0.50 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2055ZA,2 UEW 0.55 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2060ZA,2 UEW 0.60 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2065ZA,2 UEW 0.65 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2070ZA,2 UEW 0.70 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2075ZA,2 UEW 0.75 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAB2080ZA,2 UEW 0.80 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAZ0017EZ,TEX-E 0.25 YEL,INSULATED COPPER W.,M,R001,VS024U0H
DAZ0019EZ,TEX-E 0.65 YEL,INSULATED COPPER W.,M,R001,VS024U0H
DAZ0030ZZ,LZ 2 UEW 7/0.26-P10 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0309ZZ,LZ 1 UEW 30/0.26-P30 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0363ZZ,LZ 1 UEW 43/0.10-P20 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0369ZZ,LZ 1 UEW 6/0.20-P20 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0397ZZ,LZ 2 UEW 7/0.35-P15 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0412ZZ,LZ 1 UEW 7/0.20-P15 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0426ZZ,LZ 1 UEW 20/0.10-P20 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0434ZZ,LZ 1 UEW 5/0.20-P6 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0435ZZ,TEX-E 0.55 YEL,INSULATED COPPER W.,M,R001,VS024U0H
DAZ0436ZZ,TEX-E 0.60 YEL,INSULATED COPPER W.,M,R001,VS024U0H
DAZ0444ZZ,TEX-E 0.37 YEL,INSULATED COPPER W.,M,R001,VS024U0H
DAZ0454ZZ,TEX-E 0.29 YEL,INSULATED COPPER W.,M,R001,VS024U0H
DAZ0455ZZ,TEX-E 0.20 YEL,INSULATED COPPER W.,M,R001,VS024U0H
DAZ0461ZZ,TEX-E 0.23 YEL,INSULATED COPPER W.,M,R001,VS024U0H
DAZ0462ZZ,TEX-E 0.45 YEL,INSULATED COPPER W.,M,R001,VS024U0H
DAZ0463ZZ,TEX-E 0.35 YEL,INSULATED COPPER W.,M,R001,VS024U0H
DAZ0467ZZ,LZ 2 UEW 7/0.23-P12 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0471ZZ,TEX-E 0.26 YEL,INSULATED COPPER W.,M,R001,VS024U0H
DAZ0473ZZ,LZ 1 UEW 7/0.26-P12 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0475ZZ,LZ 1 UEW 20/0.10-P14 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0480ZZ,TEX-E 0.32 YEL,INSULATED COPPER W.,M,R001,VS024U0H
DAZ0484ZZ,TEX-E 0.40 YEL,INSULATED COPPER W.,M,R001,VS024U0H
DAZ0491ZZ,TEX-E 0.30 YEL,INSULATED COPPER W.,M,R001,VS024U0H
DAZ0498ZZ,TEX-E 0.50 YEL,INSULATED COPPER W.,M,R001,VS024U0H
DAZ0507ZZ,LZ 1 UEW 10/0.20-P12 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0512ZZ,LZ 1 UEW 20/0.20-P20 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0514ZZ,LZ 1 UEW 12/0.20-P15 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0520ZZ,TEX-E 0.80 YEL,INSULATED COPPER W.,M,R001,VS024U0H
DAZ0521ZZ,LZ 1 UEW 30/0.10-P15 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0530ZZ,LZ 1 UEW 60/0.10-P25 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0531ZZ,LZ 1 UEW 22/0.10-P20 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0532ZZ,LZ 1 UEW 65/0.10-P20 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0533ZZ,LZ 1 UEW 49/0.10-P18 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0538ZZ,LZ 1 UEW 70/0.10-P25 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0548ZZ,LZ 1 UEW 15/0.10-P15 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0554ZZ,LZ 1 UEW 20/0.10-P20 RED,MAGNET WIRE,KG,R001,VS011U0H
DAZ0556ZZ,LZ 1 UEW 32/0.20-P20 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0559ZZ,LZ 2 USTC 60/0.07-P23CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0563ZZ,LZ 1 UEW 6/0.10-P8 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0564ZZ,LZ 1 UEW 7/0.20-P15 RED,MAGNET WIRE,KG,R001,VS011U0H
DAZ0568ZZ,LZ 1 UEW 7/0.10-P8 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0575ZZ,LZ 1 UEW 38/0.10-P23 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0581ZZ,TEX-E 0.75 YEL,INSULATED COPPER W.,M,R001,VS024U0H
DAZ0584ZZ,LZ 1 UEW 49/0.10-P18 RED,MAGNET WIRE,KG,R001,VS011U0H
DAZ0585ZZ,LZ 1 UEW 8/0.10-P9 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0586ZZ,LZ 1 UEW 13/0.10-P12 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0590ZZ,LZ 1 UEW 5/0.10-P7 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0591ZZ,LZ 1 UEW 80/0.10-P28 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0593ZZ,LZ 1 UEW 12/0.10-P10 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0597ZZ,LZ 1 UEW 130/0.10-P20CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0598ZZ,LZ 1 UEW 9/0.10-P10 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0599ZZ,LZ 1 UEW 16/0.10-P13 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0602ZZ,LZ 1 UEW 70/0.10-P25 RED,MAGNET WIRE,KG,R001,VS011U0H
DAZ0603ZZ,LZ 1 UEW 43/0.10-P20 RED,MAGNET WIRE,KG,R001,VS011U0H
DAZ0604ZZ,TIW-2S 0.16,INSULATED COPPER W.,M,R001,VS036U0J
DAZ0605ZZ,LZ 1 UEW 130/0.06-P18CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0606ZZ,LZ 1 UEW 150/0.06-P18CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0607ZZ,LZ 1 UEW 80/0.10-P28 RED,MAGNET WIRE,KG,R001,VS011U0H
DAZ0609ZZ,LZ 1 UEW 50/0.12-P20 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0610ZZ,LZ 1 UEW 40/0.12-P20 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0611ZZ,LZ 1 UEW 15/0.12-P15 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0612ZZ,LZ 1 UEW 25/0.12-P20 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0613ZZ,LZ 1 UEW 7/0.22-P10 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0614ZZ,LZ 1 UEW 20/0.12-P18 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0615ZZ,LZ 1 UEW 30/0.12-P16 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0617ZZ,LZ 1 UEW 60/0.06-P12 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0619ZZ,LZ 1 UEW 80/0.06-P12 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0620ZZ,LZ 1 UEW 100/0.10-P20CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0628ZZ,LZ 1 UEW 10/0.20-P12 RED,MAGNET WIRE,KG,R001,VS011U0H
DAZ0631ZZ,1 UEW 0.16 CLR TAYA,MAGNET WIRE,KG,R001,VS031U0H
DAZ0632ZZ,1 UEW 0.25 CLR TAYA,MAGNET WIRE,KG,R001,VS031U0H
DAZ0636ZZ,LZ 1 USTC 130/0.10-P20,MAGNET WIRE,KG,R001,VS011U0H
DAZ0644ZZ,O-TEM/B 0.20,INSULATED COPPER W.,M,R001,VS037U0H
DAZ0649ZZ,O-TEM/B 0.35,INSULATED COPPER W.,M,R001,VS037U0H
DAZ0654ZZ,O-TEM/B 0.55,INSULATED COPPER W.,M,R001,VS037U0H
DAZ0662ZZ,LZ 1 USTC100/0.10-P20CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0663ZZ,LZ 1 UEW 25/0.10-P16 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0664ZZ,LZ 1 UEW 20/0.20-P20 JSW,MAGNET WIRE,KG,R001,VS020U0C
DAZ0665ZZ,LZ 1 UEW 5/0.20-P6 JSW,MAGNET WIRE,KG,R001,VS020U0C
DAZ0666ZZ,LZ 1 UEW 6/0.20-P20 JSW,MAGNET WIRE,KG,R001,VS020U0C
DAZ0667ZZ,LZ 1 UEW 12/0.20-P15 JSW,MAGNET WIRE,KG,R001,VS020U0C
DAZ0668ZZ,LZ 1 UEW 22/0.10-P20 JSW,MAGNET WIRE,KG,R001,VS020U0C
DAZ0687ZZ,LZ 1 UEW 18/0.10-P13 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0688ZZ,LZ 1UEW 30/0.10 HTC,MAGNET WIRE,KG,R001,NULL
DAZ0691ZZ,2 UEW 0.50 CLR TAYA,MAGNET WIRE,KG,R001,VS031U0H
DAZ0692ZZ,2 UEW 0.55 CLR TAYA,MAGNET WIRE,KG,R001,VS031U0H
DAZ0693ZZ,1 SFBW 0.23 CLR JSW,MAGNET WIRE,KG,R001,VS020U0C
DAZ0694ZZ,LZ 2 UEW 20/0.10-P13 CLR,MAGNET WIRE,KG,R001,VS011U0H
DAZ0695ZZ,LZ 2 UEW 25/0.10-P16CJSW,MAGNET WIRE,KG,R001,VS020U0C
DAZ0696ZZ,LZ 2 UEW 25/0.10-P16RJSW,MAGNET WIRE,KG,R001,VS020U0C
DAZ0706ZZ,LZ 1 UEW 30/0.10-P15 RED,MAGNET WIRE,KG,R001,VS011U0H
DAZ0707ZZ,2 SFBW 1.0 CLR,MAGNET WIRE,KG,R001,VS020U0C
DAZ0708ZZ,2 SFBW 0.75 CLR,MAGNET WIRE,KG,R001,VS020U0C
FBZ0193ZZ,TL-PM-EES13AH,TERMINAL,P,R001,VSZ01U0C
FBZ0216ZZ,TL-PM-EE16LH,TERMINAL,P,R001,VSZ01U0C
FBZ0219ZZ,TL-PM-EE16L1H,TERMINAL,P,R001,NULL
GKAA1915Z,PF 25 12X32,FILM,P,R001,VS035U0H
GKAA1916Z,PF 25 4X12,POLYESTER FILM,P,R001,NULL
GKAF1545Z,PF100 10X32,FILM,P,R001,VS035U0H
GKAZ0004Z,PF 38 9x27,FILM,P,R001,VS035U0H
GKAZ0005Z,PF 38 12X32,FILM,P,R001,VS035U0H
HAA0225ZF,NO.631S#25 WID 22.5 YEL,TAPE,M,W001,NULL
HAC0090ZQ,NO.631S#50 WID 9 MLK,TAPE,M,W001,NULL
HAU2050ZZ,NO.8323 WID 5,TAPE,M,R001,VS025U0H
HAV0015ZQ,CT25 WID 1.5 MLK,TAPE,M,W001,NULL
HAV0020ZF,CT25 WID 2 YEL,TAPE,M,W001,NULL
HAV0020ZQ,CT25 WID 2 MLK,TAPE,M,W001,NULL
HAV0025ZF,CT25 WID 2.5 YEL,TAPE,M,W001,NULL
HAV0030ZF,CT25 WID 3 YEL,TAPE,M,W001,NULL
HAV0030ZH,CT25 WID 3 BLU,TAPE,M,W001,NULL
HAV0030ZQ,CT25 WID 3 MLK,TAPE,M,W001,NULL
HAV0032ZF,CT25 WID 3.2 YEL,TAPE,M,W001,NULL
HAV0035ZF,CT25 WID 3.5 YEL,TAPE,M,W001,NULL
HAV0035ZQ,CT25 WID 3.5 MLK,TAPE,M,W001,NULL
HAV0040ZA,CT25 WID 4 CLR,TAPE,M,W001,NULL
HAV0040ZF,CT25 WID 4 YEL,TAPE,M,W001,NULL
HAV0040ZQ,CT25 WID 4 MLK,TAPE,M,W001,NULL
HAV0045ZF,CT25 WID 4.5 YEL,TAPE,M,W001,NULL
HAV0045ZH,CT25 WID 4.5 BLU,TAPE,M,W001,NULL
HAV0045ZQ,CT25 WID 4.5 MLK,TAPE,M,W001,NULL
HAV0050ZA,CT25 WID 5 CLR,TAPE,M,W001,NULL
HAV0050ZF,CT25 WID 5 YEL,TAPE,M,W001,NULL
HAV0050ZH,CT25 WID 5 BLU,TAPE,M,W001,NULL
HAV0050ZQ,CT25 WID 5 MLK,TAPE,M,W001,NULL
HAV0053ZF,CT25 WID 5.3 YEL,TAPE,M,W001,NULL
HAV0055ZF,CT25 WID 5.5 YEL,TAPE,M,W001,NULL
HAV0055ZH,CT25 WID 5.5 BLU,TAPE,M,W001,NULL
HAV0055ZQ,CT25 WID 5.5 MLK,TAPE,M,W001,NULL
HAV0060ZA,CT25 WID 6 CLR,TAPE,M,W001,NULL
HAV0060ZF,CT25 WID 6 YEL,TAPE,M,W001,NULL
HAV0060ZG,CT25 WID 6 GRN,TAPE,M,W001,NULL
HAV0060ZQ,CT25 WID 6 MLK,TAPE,M,W001,NULL
HAV0065ZF,CT25 WID 6.5 YEL,TAPE,M,W001,NULL
HAV0065ZG,CT25 WID 6.5 GRN,TAPE,M,W001,NULL
HAV0065ZQ,CT25 WID 6.5 MLK,TAPE,M,W001,NULL
HAV0070ZA,CT25 WID 7 CLR,TAPE,M,W001,NULL
